COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,N_H2S(mol/kg),D_CH4(10^-8m2/s),P_H2S(10^4Barrer)
18070N2.cif,17.17805,16.82414,0.776836,1712.86,0.765954,0.483862,0,0.522727273,0.386363636,0.045454545,0.045454545,1,0,0,0,169,0.612318841,0.090909091,0.294545455,10.16803803,0.300300301,3.428138345
18080N2.cif,20.75693,20.3011,0.495478,2247.61,1.54562,0.773081,0,0.576923077,0.346153846,0.076923077,0,0,0,0,0,161,0.670833333,0.076190476,0.231619048,29.38770887,0.317030192,10.65933912
18081N2.cif,18.72632,18.44249,0.606696,1904.5,1.20482,0.677405,0,0.576923077,0.269230769,0.076923077,0,0,0,0.076923077,0,161,0.670833333,0.152380952,0.534857143,23.49094761,0.204800194,5.905612947
18082N2.cif,19.04427,18.58824,0.52829,2191.54,1.41786,0.695891,0,0.576923077,0.326923077,0.076923077,0,0,0,0.019230769,0,161,0.670833333,0.095238095,0.307428571,25.50410516,0.213588779,5.981590589
18083N2.cif,18.16021,17.98332,0.549072,2359.08,1.33134,0.65285,0,0.533333333,0.366666667,0.066666667,0.033333333,2,0,0,0,161,0.62890625,0.099173554,0.314710744,22.30283859,0.267491713,6.38745317
18090N2.cif,24.82011,24.69607,0.452534,2034.74,1.70489,0.751625,0,0.606060606,0.303030303,0,0.060606061,0,0,0,0.03030303,181,0.754166667,0.060606061,0.208484848,16.75206222,0.761486158,12.95976936
18091N2.cif,11.35726,10.72445,0.480086,3917.03,1.57918,0.834523,0,0.606060606,0.303030303,0,0.060606061,0,0,0,0.03030303,361,0.752083333,0.060606061,0.208484848,33.41849641,0.311326199,12.45014697
18100N2.cif,33.17197,32.98954,0.352868,2550.42,2.3258,0.797919,0,0.578947368,0.315789474,0.052631579,0.052631579,1,0,0,0,94,0.712121212,0.105263158,0.341052632,18.19636706,0.857965451,13.12925617
18101N2.cif,28.47879,28.26931,0.41945,2321.44,1.87956,0.754746,0,0.555555556,0.333333333,0.055555556,0.055555556,1,0,0,0,82,0.683333333,0.111111111,0.36,16.67240469,0.998001829,15.73349295
18110N2.cif,16.51788,16.15375,0.687086,1700.09,0.971407,0.645028,0,0.595744681,0.361702128,0.042553191,0,0,0,0,0,153,0.683035714,0.042553191,0.129361702,17.52489336,0.194279785,4.506996454
18111N2.cif,17.6262,17.28794,0.725925,1583.1,0.931116,0.714112,0,0.622222222,0.288888889,0.044444444,0,0,0.044444444,0,0,169,0.754464286,0.044444444,0.135111111,18.82717971,0.249586272,7.275763887
18112N2.cif,16.94837,16.60555,0.737921,1581.42,0.912564,0.718239,0,0.622222222,0.288888889,0.044444444,0.044444444,1,0,0,0,169,0.754464286,0.088888889,0.288,18.5740382,0.191886158,5.642133849
18120N3.cif,7.53693,6.98122,0.493027,3176.15,1.45436,0.629803,1,0.555555556,0.388888889,0.055555556,0,0,0,0,0,101,0.63125,0.055555556,0.168888889,18.67617737,0.326124565,5.648868712
18121N3.cif,6.13559,6.06486,0.933924,901.888,0.529958,0.355431,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,4.229092879,0.053240377,0.223238828
18122N3.cif,8.03432,7.82122,0.829418,1279.12,0.653808,0.422997,1,0.575221239,0.389380531,0.03539823,0,0,0,0,0,169,0.65,0.03539823,0.107610619,8.625996599,0.053887677,0.48710663
18130N3.cif,9.07194,8.9372,0.733931,1885.01,0.861089,0.629637,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,13.09805109,0.136310681,2.464317107
18131N3.cif,4.35137,4.09217,1.1151,260.556,0.390549,0.253842,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,3.635745868,0.193331556,0.594275893
18132N3.cif,8.97859,8.87995,0.735312,1892.53,0.854331,0.627722,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,13.2470698,0.145451063,2.656380465
18133N3.cif,8.65257,7.14934,0.619925,2876.21,1.11407,0.71233,1,0.563829787,0.382978723,0.042553191,0,0,0,0,0.010638298,205,0.644654088,0.042553191,0.129361702,20.31418431,0.191974455,5.143725325
18134N3.cif,13.6119,13.19498,0.54766,2690.47,1.32162,0.688561,1,0.56779661,0.36440678,0.06779661,0,0,0,0,0,88,0.656716418,0.06779661,0.206101695,22.86846014,0.153094857,3.943351743
18140N2.cif,18.52351,17.97835,0.40444,3142.25,1.93913,0.756507,0,0.545454545,0.409090909,0.045454545,0,0,0,0,0,59,0.614583333,0.045454545,0.138181818,34.14673986,0.28227581,8.808551766
18141N2.cif,19.79874,19.51385,0.441063,2587.07,1.72538,0.718218,0,0.5625,0.40625,0.03125,0,0,0,0,0,68.5,0.634259259,0.03125,0.095,29.82422097,0.281202106,7.935223068
18142N3.cif,30.32292,27.77247,0.141689,7588.6,6.52769,0.941344,1,0.566433566,0.377622378,0.055944056,0,0,0,0,0,105,0.648148148,0.055944056,0.17006993,27.09252635,2.787020745,30.08075624
18143N3.cif,35.0199,30.43642,0.109984,8323.02,8.55381,0.948647,1,0.58490566,0.377358491,0.037735849,0,0,0,0,0,124,0.666666667,0.037735849,0.114716981,19.19366637,5.042131948,30.15927149
18150N2.cif,13.78326,13.45082,0.92742,1334.76,0.66134,0.549783,0,0.553846154,0.169230769,0.092307692,0.092307692,1,0,0.092307692,0,53,0.736111111,0.276923077,0.889846154,12.11823772,0.212270989,3.917530852
18151N2.cif,22.00137,21.77837,0.648722,1595.84,1.08777,0.662496,0,0.5625,0.25,0.0625,0.0625,1,0,0.0625,0,76,0.703703704,0.1875,0.6025,20.27459534,0.309770376,8.062106205
18160N2.cif,18.87398,18.59478,0.57606,1912.5,1.22907,0.644504,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,19.73615972,0.361620682,7.91450577
18161N2.cif,16.89116,16.56702,0.716559,1615.59,0.948589,0.634322,0,0.576923077,0.269230769,0.115384615,0,0,0.038461538,0,0,65.5,0.727777778,0.115384615,0.350769231,16.96544614,0.258681808,5.958095392
19000N3.cif,19.29611,16.64848,0.207045,6282.28,4.34959,0.919865,1,0.523809524,0.380952381,0.047619048,0,0,0.047619048,0,0,55,0.625,0.047619048,0.144761905,85.68970109,1.005548357,49.01567423
19001N3.cif,8.81151,6.25088,0.422471,6291.78,1.87923,0.840086,1,0.523809524,0.380952381,0.047619048,0,0,0.047619048,0,0,55,0.625,0.047619048,0.144761905,36.56167111,0.451008693,17.48019008
19002N3.cif,23.97998,20.28649,0.140829,7067.37,6.59524,0.942223,1,0.572815534,0.349514563,0.038834951,0,0,0.038834951,0,0,81,0.686440678,0.038834951,0.118058252,22.90043031,3.7695191,34.21290399
19003N3.cif,11.12571,8.93489,0.288804,6966.62,2.96852,0.893675,1,0.572815534,0.349514563,0.038834951,0,0,0.038834951,0,0,81,0.686440678,0.038834951,0.118058252,59.68596571,0.679281177,31.25497598
19010N2.cif,10.97505,10.66013,0.802361,1492.38,0.758711,0.53672,0,0.596774194,0.338709677,0.064516129,0,0,0,0,0,205,0.692567568,0.064516129,0.196129032,12.07673844,0.076018119,1.180861389
19020N3.cif,11.92097,8.93284,0.303867,6824.98,2.81202,0.868307,1,0.532467532,0.311688312,0.051948052,0.051948052,1,0,0.051948052,0,105,0.640243902,0.155844156,0.543376623,57.42810346,0.646695536,29.26818074
19022N3.cif,10.98008,8.27158,0.343281,6662.78,2.44721,0.860065,1,0.532467532,0.311688312,0.051948052,0.051948052,1,0,0.051948052,0,105,0.640243902,0.155844156,0.500779221,50.50548487,0.503898182,22.44279425
19030N2.cif,10.855,10.63601,0.724467,1942.79,0.913305,0.548879,0,0.446808511,0.319148936,0.127659574,0.085106383,1.5,0,0.021276596,0,70,0.555555556,0.234042553,0.743829787,12.76205573,0.372190601,5.641515839
19031N2.cif,8.57775,7.55574,0.724467,2514.21,0.921311,0.558794,0,0.446808511,0.319148936,0.127659574,0.085106383,1.5,0,0.021276596,0,70,0.555555556,0.234042553,0.743829787,13.85295757,0.234521628,3.928351101
19040N2.cif,13.81042,13.32415,0.716222,1747.53,0.927506,0.609122,0,0.571428571,0.306122449,0.040816327,0.06122449,0.666666667,0,0,0,161,0.71875,0.102040816,0.334693878,17.4156404,0.195259082,4.431157488
19041N2.cif,25.07646,24.87317,0.501009,2004.89,1.54795,0.713791,0,0.523809524,0.285714286,0.095238095,0.071428571,1.333333333,0,0,0,91,0.689393939,0.166666667,0.535238095,18.83829083,0.626462933,12.60573064
19050N2.cif,33.67402,33.50221,0.404282,2178.88,2.00034,0.777454,0,0.578947368,0.263157895,0.105263158,0,0,0.052631579,0,0,97,0.734848485,0.105263158,0.32,17.39555305,0.646500571,10.55797945
19051N2.cif,34.45228,34.29511,0.383975,2229.58,2.12451,0.787892,0,0.6,0.25,0.1,0,0,0.05,0,0,109,0.756944444,0.1,0.304,17.80640148,0.892675117,14.36328509
19060N2.cif,15.65803,15.43355,0.583835,1969.02,1.19232,0.630276,0,0.557692308,0.384615385,0.048076923,0.009615385,5,0,0,0,74.5,0.642241379,0.057692308,0.179230769,20.04076419,0.280226521,6.172469617
19061N2.cif,16.249,16.14031,0.560777,2027.57,1.25975,0.655404,0,0.54368932,0.40776699,0.038834951,0.009708738,4,0,0,0,69,0.616071429,0.048543689,0.151456311,21.57317205,0.253962958,6.014481792
19070N2.cif,28.83691,28.64974,0.511162,1921.94,1.49616,0.750704,0,0.523809524,0.285714286,0.142857143,0.047619048,3,0,0,0,88,0.666666667,0.19047619,0.598095238,19.42223574,0.556657884,12.39165823
19071N2.cif,10.34676,9.66512,0.517673,3829.55,1.48468,0.813011,0,0.523809524,0.285714286,0.142857143,0.047619048,3,0,0,0,88,0.666666667,0.19047619,0.598095238,30.65202343,0.341937939,13.17567657
19072N2.cif,8.10224,7.36122,0.511212,5148.64,1.50798,0.824032,0,0.523809524,0.285714286,0.142857143,0.047619048,3,0,0,0,131.5,0.664141414,0.19047619,0.598095238,31.0607688,0.316689884,12.37673406
19080N2.cif,17.70188,17.37251,0.62246,2019.09,1.12329,0.620954,0,0.421052632,0.368421053,0.105263158,0.105263158,1,0,0,0,49,0.510416667,0.210526316,0.682105263,18.61984156,0.347026632,7.459748993
19090N2.cif,28.64646,28.4495,0.471219,1966.4,1.65286,0.743468,0,0.578947368,0.263157895,0.105263158,0.052631579,2,0,0,0,97,0.734848485,0.157894737,0.501052632,17.38717904,0.631027726,11.48093327
19100N2.cif,7.12861,6.42036,0.852919,1352.99,0.730292,0.668906,0,0.714285714,0.142857143,0,0.142857143,0,0,0,0,109,0.908333333,0.142857143,0.491428571,13.95239936,0.129288989,3.073957576
19101N2.cif,18.31073,18.02008,0.754903,1425.03,0.883504,0.647613,0,0.642857143,0.214285714,0,0.142857143,0,0,0,0,91,0.842592593,0.142857143,0.491428571,17.11158931,0.235003429,5.871996752
19102N2.cif,23.82296,23.59441,0.578502,1703.53,1.25265,0.708289,0,0.631578947,0.263157895,0.105263158,0,0,0,0,0,109,0.756944444,0.105263158,0.32,23.30772714,0.364373361,10.39385027
19103N2.cif,9.37055,8.83148,0.610698,2517.82,1.16103,0.762666,0,0.631578947,0.263157895,0.105263158,0,0,0,0,0,109,0.756944444,0.105263158,0.32,23.51465897,0.269394715,8.812582393
19110N2.cif,27.3279,27.10618,0.408741,2348.89,1.94705,0.750299,0,0.523809524,0.333333333,0.095238095,0.047619048,2,0,0,0,85,0.643939394,0.142857143,0.453333333,18.76364248,0.768743037,13.2128184
19120N2.cif,23.32644,23.09476,0.520492,2009.98,1.45116,0.679985,0,0.4375,0.3125,0.125,0.125,1,0,0,0,49,0.583333333,0.25,0.81,24.19442505,0.301301472,7.706274973
19121N2.cif,9.96278,9.48852,0.55408,3039.36,1.33197,0.698708,0,0.4375,0.3125,0.125,0.125,1,0,0,0,49,0.583333333,0.25,0.81,25.27035031,0.194661084,5.688177506
19122N2.cif,20.86928,20.62443,0.54025,2105.46,1.36063,0.646907,0,0.421052632,0.368421053,0.105263158,0.105263158,1,0,0,0,49,0.510416667,0.210526316,0.682105263,17.37237257,0.397340149,7.205643336
19123N2.cif,7.78938,7.19661,0.619941,2100.56,1.12691,0.606399,0,0.421052632,0.368421053,0.105263158,0.105263158,1,0,0,0,49,0.510416667,0.210526316,0.682105263,14.46731005,0.189879771,3.08453623
19130N2.cif,19.47106,19.07436,0.574802,1898.07,1.23538,0.625515,0,0.596491228,0.333333333,0.070175439,0,0,0,0,0,189,0.694852941,0.070175439,0.213333333,20.1388946,0.222979574,4.822489163
19140N2.cif,14.0117,13.66316,0.910414,1412.83,0.659458,0.533438,0,0.666666667,0.133333333,0.066666667,0.133333333,0.5,0,0,0,106,0.883333333,0.2,0.661333333,10.24627992,0.296501001,4.406865623
19141N2.cif,6.07633,5.84969,0.948156,1020.51,0.623294,0.623418,0,0.769230769,0,0.076923077,0.153846154,0.5,0,0,0,118,0.983333333,0.230769231,0.763076923,12.94547418,0.004165471,0.095204135
19142N2.cif,25.76234,25.54261,0.582433,1590.49,1.26318,0.699444,0,0.65,0.2,0,0.15,0,0,0,0,133,0.852564103,0.15,0.516,23.35415072,0.325015799,9.235959604
19143N2.cif,11.37884,11.10758,0.638185,2281.36,1.11513,0.76207,0,0.65,0.2,0,0.15,0,0,0,0,133,0.852564103,0.15,0.516,23.84743854,0.236023328,8.176222029
19144N2.cif,14.40865,14.06447,1.00926,1115.77,0.566873,0.464286,0,0.588235294,0.176470588,0,0.235294118,0,0,0,0,103,0.858333333,0.235294118,0.809411765,9.90482553,0.171661437,2.37970309
19145N2.cif,14.51615,14.17649,0.917661,1269.4,0.639452,0.520802,0,0.588235294,0.235294118,0.058823529,0.117647059,0.5,0,0,0,94,0.783333333,0.176470588,0.583529412,10.37547101,0.248069721,3.674100646
19150N2.cif,5.22249,4.45148,1.25415,591.079,0.363274,0.330842,0,0.444444444,0.222222222,0.222222222,0.111111111,2,0,0,0,16,0.666666667,0.333333333,1.057777778,3.526986076,0.003712492,0.016227586
19160C2.cif,12.37141,11.73781,0.957877,1162.85,0.598365,0.509869,0,0.444444444,0.259259259,0.074074074,0.185185185,0.4,0.037037037,0,0,49,0.680555556,0.25,0.831428571,14.53638699,0.051366444,1.089228219
19170N2.cif,28.19438,28.06533,0.659458,1358.49,1.04177,0.655275,0,0.4375,0.4375,0.020833333,0.0625,0.333333333,0.020833333,0,0.020833333,124,0.492063492,0.083333333,0.278333333,10.91689126,0.780313822,10.994958
19180N2.cif,30.87196,30.67805,0.41863,2321.76,1.92384,0.774453,0,0.523809524,0.333333333,0.095238095,0.047619048,2,0,0,0,85,0.643939394,0.142857143,0.453333333,18.19433422,0.684525977,12.06052094
19181N2.cif,25.68521,25.49386,0.521754,2034.41,1.44907,0.73012,0,0.5,0.3125,0.125,0.0625,2,0,0,0,61,0.635416667,0.1875,0.595,26.42912688,0.44480791,13.37611213
19182N2.cif,38.83476,38.66104,0.329164,2602.69,2.56255,0.805958,0,0.48,0.32,0.12,0.08,1.5,0,0,0,88,0.611111111,0.2,0.64,17.77883483,0.846817219,11.92977541
19190N2.cif,11.88222,11.38463,0.574363,2909.5,1.24378,0.656834,0,0.534246575,0.383561644,0.02739726,0.02739726,1,0,0.02739726,0,189,0.605769231,0.082191781,0.264109589,19.86832296,0.200058847,4.478943695
19191N2.cif,6.09493,5.8438,0.829693,1059.54,0.676057,0.368769,0,0.473684211,0.473684211,0.01754386,0.01754386,1,0,0.01754386,0,230.5,0.474279835,0.052631579,0.169122807,7.018197851,0.024724469,0.158576549
19200N2.cif,9.19121,8.45677,0.505368,4048.61,1.48023,0.793684,0,0.5625,0.375,0.0625,0,0,0,0,0,70,0.648148148,0.0625,0.19,29.0323103,0.269728526,9.381631961
19210N2.cif,27.59709,27.52417,0.406917,2423.15,1.9372,0.751777,0,0.529411765,0.392156863,0.078431373,0,0,0,0,0,97,0.598765432,0.078431373,0.238431373,18.00287005,0.740696561,12.184045
19211C2.cif,27.57963,27.47143,0.420629,2342.28,1.83939,0.745832,0,0.54,0.38,0.08,0,0,0,0,0,100,0.617283951,0.078431373,0.238431373,37.67984463,0.303737378,10.7241312
19212N2.cif,26.09972,25.80375,0.412655,2454.56,1.89747,0.734291,0,0.518518519,0.407407407,0.074074074,0,0,0,0,0,97,0.577380952,0.074074074,0.225185185,16.29553408,0.784108495,11.56417421
19213C2.cif,26.32865,26.03909,0.421798,2370.52,1.8204,0.72679,0,0.528301887,0.396226415,0.075471698,0,0,0,0,0,100,0.595238095,0.074074074,0.225185185,36.12202081,0.341412655,11.29222864
19214N2.cif,24.8972,24.59507,0.459412,2228.73,1.68964,0.725082,0,0.518518519,0.351851852,0.074074074,0,0,0,0.055555556,0,97,0.577380952,0.12962963,0.446296296,32.96838015,0.300666874,9.862504214
19215C2.cif,25.11446,24.81643,0.468225,2149.14,1.63789,0.719198,0,0.528301887,0.339622642,0.075471698,0,0,0,0.056603774,0,100,0.595238095,0.12962963,0.446296296,34.03357108,0.304725638,10.43119673
19220N2.cif,37.58462,37.37679,0.300469,2795.11,2.81467,0.793517,0,0.6,0.36,0.04,0,0,0,0,0,124,0.688888889,0.04,0.1216,14.53496608,1.050314417,10.87185889
19230N2.cif,18.893,18.75752,0.50258,2186.77,1.4738,0.698648,0,0.558441558,0.376623377,0.051948052,0.012987013,4,0,0,0,221,0.64244186,0.064935065,0.202597403,24.28766994,0.341199529,8.691053995
19231N2.cif,11.56769,10.67044,0.537007,3078.17,1.34531,0.706929,0,0.558441558,0.376623377,0.051948052,0.012987013,4,0,0,0,221,0.64244186,0.064935065,0.202597403,23.80058492,0.169170189,4.56543075
19240N3.cif,5.86904,5.47654,0.865448,557.75,0.624971,0.373096,1,0.584158416,0.376237624,0.03960396,0,0,0,0,0,157,0.665254237,0.03960396,0.12039604,4.956897216,0.127051804,0.607388929
19241N3.cif,5.14503,4.7741,0.871072,528.847,0.5842,0.299991,1,0.570093458,0.392523364,0.037383178,0,0,0,0,0,157,0.643442623,0.037383178,0.11364486,4.810599351,0.021267775,0.079854257
19242N3.cif,5.49367,5.17279,0.949397,477.893,0.545125,0.346662,1,0.584158416,0.356435644,0.03960396,0,0,0,0.01980198,0,157,0.665254237,0.059405941,0.199207921,5.077792664,0.039569035,0.197514537
19250N3.cif,7.22911,6.74297,0.714266,1887.78,0.893476,0.538283,1,0.513761468,0.403669725,0.036697248,0.036697248,1,0,0,0.009174312,265,0.591517857,0.073394495,0.237798165,13.07992279,0.10666994,1.602257909
19251N3.cif,6.87672,6.39394,0.787731,1577.8,0.812435,0.541113,1,0.523364486,0.373831776,0.037383178,0.037383178,1,0,0,0.009345794,281,0.627232143,0.074766355,0.242242991,9.031259667,0.130795869,1.503913343
19252N3.cif,6.99064,6.50235,0.746991,1674.86,0.828336,0.510249,1,0.52293578,0.403669725,0.036697248,0.036697248,1,0,0,0,273,0.598684211,0.073394495,0.237798165,10.1698799,0.12572366,1.455609635
19253N3.cif,7.3388,6.44929,0.838706,1329.54,0.732891,0.475615,1,0.53271028,0.373831776,0.037383178,0.037383178,1,0,0,0,289,0.63377193,0.074766355,0.242242991,8.078125308,0.083973772,0.808228375
19260N2.cif,11.16368,10.84179,0.781933,1474.97,0.76733,0.49416,0,0.586206897,0.310344828,0.103448276,0,0,0,0,0,48,0.705882353,0.103448276,0.314482759,10.84614839,0.225358629,2.82098914
19270N2.cif,15.40875,15.16595,0.615922,2030.53,1.14667,0.627515,0,0.577777778,0.325925926,0.059259259,0,0,0.02962963,0,0,109,0.698717949,0.059259259,0.180148148,18.16490479,0.211824166,4.4419433
19271N2.cif,8.23258,6.14233,0.653353,2639.97,1.06273,0.713288,0,0.577777778,0.325925926,0.059259259,0,0,0.02962963,0,0,109,0.698717949,0.059259259,0.180148148,19.26225053,0.122295199,3.279017951
19280N2.cif,26.44235,26.18813,0.54299,2232.05,1.32378,0.668145,0,0.527272727,0.4,0.036363636,0.036363636,1,0,0,0,211,0.606321839,0.072727273,0.235636364,16.3193219,0.438612918,7.756407758
19281N2.cif,29.55916,29.37082,0.533802,2016.72,1.35769,0.688287,0,0.551020408,0.367346939,0.040816327,0.040816327,1,0,0,0,211,0.651234568,0.081632653,0.264489796,17.41005417,0.398704069,7.61754634
19282N2.cif,30.44752,30.23816,0.537064,1968.74,1.35161,0.659081,0,0.547169811,0.339622642,0.037735849,0.075471698,0.5,0,0,0,235,0.675287356,0.113207547,0.374339623,17.39261944,0.402316135,7.397957459
19283N2.cif,28.3007,28.04963,0.597348,1868.17,1.21172,0.67454,0,0.547169811,0.339622642,0.037735849,0.037735849,1,0.037735849,0,0,235,0.675287356,0.075471698,0.244528302,21.24362227,0.277571158,7.096636843
19290N2.cif,17.43403,17.14271,0.612692,2295.65,1.1329,0.664715,0,0.5875,0.375,0.0375,0,0,0,0,0,376,0.666666667,0.0375,0.114,19.21248372,0.141274002,3.301702961
19292N2.cif,17.40725,17.26877,0.580577,2501.58,1.22099,0.672002,0,0.583333333,0.377192982,0.035087719,0.004385965,8,0,0,0,353,0.663533835,0.039473684,0.121754386,20.75846186,0.205030012,4.959724476
19300N2.cif,15.47802,15.08861,0.62521,2141.31,1.1169,0.698049,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,20.24606331,0.188520769,4.975378998
19301N2.cif,8.63965,8.07338,0.826938,1579.94,0.694949,0.53027,0,0.647058824,0.294117647,0.058823529,0,0,0,0,0,50.5,0.765151515,0.058823529,0.178823529,10.73639273,0.106264592,1.494278418
19310N2.cif,18.10869,17.97886,0.534694,2118.59,1.34795,0.684958,0,0.58,0.38,0.04,0,0,0,0,0,153,0.659482759,0.04,0.1216,23.84309419,0.335441958,8.749108494
19311N2.cif,17.92967,17.62098,0.540706,2151.33,1.34883,0.687613,0,0.553191489,0.340425532,0.106382979,0,0,0,0,0,135,0.649038462,0.106382979,0.323404255,24.04008678,0.322131948,8.599825685
19320C2.cif,17.48344,17.18551,0.906931,914.78,0.56743,0.421156,0,0.463414634,0.463414634,0.073170732,0,0,0,0,0,106,0.464912281,0.073170732,0.222439024,8.618899501,0.440321704,4.329659062
19330N2.cif,33.52491,33.41699,0.524054,1915.38,1.38581,0.69195,0,0.6,0.355555556,0.044444444,0,0,0,0,0,223,0.688271605,0.044444444,0.135111111,13.62551828,0.497499955,7.341949301
19340N2.cif,15.27488,14.95,0.664991,1901.55,1.00131,0.631426,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,17.77561768,0.207468772,4.625196802
19341N2.cif,10.08199,9.59196,0.83812,1466.1,0.696798,0.536398,0,0.578947368,0.368421053,0.052631579,0,0,0,0,0,44.5,0.674242424,0.052631579,0.16,11.3893092,0.178586814,2.731207377
19350N2.cif,11.47456,11.29339,0.754705,1626.45,0.819711,0.586387,0,0.617647059,0.352941176,0.029411765,0,0,0,0,0,119,0.708333333,0.029411765,0.089411765,14.8982399,0.098091442,1.93171119
19351N2.cif,24.79884,24.55797,0.596792,1523.24,1.15028,0.611712,0,0.620689655,0.344827586,0.034482759,0,0,0,0,0,154,0.712962963,0.034482759,0.104827586,18.31736806,0.305118629,6.094194898
19352N2.cif,24.40536,24.23277,0.605788,1897.42,1.12858,0.636999,0,0.638888889,0.333333333,0.027777778,0,0,0,0,0,202,0.731884058,0.027777778,0.084444444,18.68246447,0.321124655,6.914834379
19353N2.cif,13.44179,13.25875,0.651469,1915.15,1.02102,0.619725,0,0.638888889,0.333333333,0.027777778,0,0,0,0,0,135,0.733695652,0.027777778,0.084444444,17.72498902,0.17881715,3.822103688
19360N2.cif,27.67707,27.47121,0.478197,2012.54,1.62891,0.80291,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,31.55401671,0.394986071,14.29304288
19361N2.cif,33.24253,33.04876,0.38916,2234.58,2.08398,0.78555,0,0.571428571,0.333333333,0.047619048,0,0,0.047619048,0,0,100,0.694444444,0.047619048,0.144761905,19.178999,0.768409309,13.45659347
19362N2.cif,36.72689,36.55998,0.373694,2171.05,2.19913,0.810908,0,0.583333333,0.333333333,0.041666667,0,0,0.041666667,0,0,118,0.702380952,0.041666667,0.126666667,18.90444798,0.711809829,12.17952191
19363N2.cif,33.62292,33.43122,0.408946,2150.7,1.99845,0.809263,0,0.535714286,0.357142857,0.035714286,0.035714286,1,0.035714286,0,0,118,0.655555556,0.071428571,0.231428571,20.26368813,0.691057995,13.84213844
19364N2.cif,31.72995,31.51616,0.41142,2335.11,1.97006,0.783009,0,0.516129032,0.387096774,0.032258065,0.032258065,1,0.032258065,0,0,118,0.614583333,0.064516129,0.209032258,18.33692341,0.697379394,12.30445228
19365N2.cif,28.46183,28.21263,0.460051,2223.51,1.71868,0.764064,0,0.5,0.411764706,0.029411765,0.029411765,1,0.029411765,0,0,118,0.578431373,0.058823529,0.190588235,16.84411709,0.676921863,11.97118274
19366N2.cif,35.1986,35.03437,0.385817,2143.43,2.08415,0.786444,0,0.607142857,0.357142857,0.035714286,0,0,0,0,0,142,0.696078431,0.035714286,0.108571429,15.42378734,0.893838074,12.49434785
19380N2.cif,18.53359,18.07182,0.569857,1972.47,1.24238,0.616957,0,0.58,0.36,0.06,0,0,0,0,0,155,0.668103448,0.06,0.1824,19.72703262,0.190295231,3.942076081
19390N2.cif,15.94271,15.59844,0.673576,1746.88,1.00811,0.622678,0,0.514285714,0.342857143,0.085714286,0.057142857,1.5,0,0,0,46,0.638888889,0.142857143,0.457142857,17.37675269,0.212844599,4.633358798
19400N3.cif,14.32155,12.10114,0.316997,5190.57,2.75347,0.972088,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,73,0.629310345,0.075471698,0.229433962,60.7542692,0.577657741,32.30149948
19401N3.cif,11.5101,7.64416,0.30788,7731.14,2.72262,0.866878,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,37,0.637931034,0.075471698,0.229433962,53.65474118,0.635064132,27.16312291
19402N3.cif,6.34336,5.7532,0.46182,7409.18,1.64666,0.801027,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,73,0.629310345,0.075471698,0.229433962,31.70952412,0.400316412,14.02579744
19403N3.cif,7.67734,4.72002,0.61576,2217.1,1.10514,0.580411,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,37,0.637931034,0.075471698,0.229433962,15.68844143,0.104461486,1.749434383
19404N3.cif,5.87881,5.64925,0.769703,1345.04,0.773026,0.442599,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,73,0.629310345,0.075471698,0.229433962,6.499921264,0.020715369,0.137008947
19410N2.cif,35.72923,35.57283,0.502437,1896.98,1.47859,0.712863,0,0.6,0.36,0.04,0,0,0,0,0,247,0.686111111,0.04,0.1216,14.12151136,0.518033815,7.826030346
19411N2.cif,36.19593,36.03691,0.522701,1864.73,1.42425,0.727679,0,0.607142857,0.357142857,0.035714286,0,0,0,0,0,283,0.693627451,0.035714286,0.108571429,15.42467263,0.552821694,9.687433982
19412N2.cif,39.33515,39.18987,0.51285,1816.24,1.46008,0.733092,0,0.625,0.34375,0.03125,0,0,0,0,0,343,0.714583333,0.03125,0.095,14.82004741,0.529246504,8.807871735
19413N2.cif,32.32912,32.14472,0.426492,2057.91,1.89307,0.782012,0,0.55,0.3,0.1,0,0,0.05,0,0,91,0.689393939,0.1,0.304,19.92661863,0.567006435,11.25538756
